lat,lon,year,day,location
74.8425,-108.705,1993,1,WesternArctic
75.700745,-109.866745,1993,1,WesternArctic
76.126755,-110.5015,1993,1,WesternArctic
76.5515,-111.17575,1993,1,WesternArctic
76.9735,-111.89348999999999,1993,1,WesternArctic
77.39325,-112.65925,1993,1,WesternArctic
77.81075,-113.477005,1993,1,WesternArctic
78.225,-114.35248999999999,1993,1,WesternArctic
78.6365,-115.292,1993,1,WesternArctic
79.044,-116.30075,1993,1,WesternArctic
79.44800000000002,-117.38725,1993,1,WesternArctic
67.89025,-101.5405,1993,1,WesternArctic
68.34,-101.7805,1993,1,WesternArctic
70.57725500000002,-103.14475,1993,1,WesternArctic
71.02175,-103.45599,1993,1,WesternArctic
71.46600000000002,-103.7815,1993,1,WesternArctic
71.90925,-104.12299999999999,1993,1,WesternArctic
72.3515,-104.48175,1993,1,WesternArctic
72.793,-104.85850500000001,1993,1,WesternArctic
74.11,-106.11325,1993,1,WesternArctic
74.54675,-106.57875,1993,1,WesternArctic
77.13600000000002,-110.02576,1993,1,WesternArctic
78.822754,-113.19825,1993,1,WesternArctic
79.23724,-114.1455,1993,1,WesternArctic
79.649,-115.167755,1993,1,WesternArctic
67.9775,-100.38425,1993,1,WesternArctic
68.42875,-100.601,1993,1,WesternArctic
68.88000500000001,-100.8275,1993,1,WesternArctic
69.32975,-101.0635,1993,1,WesternArctic
70.22800000000001,-101.56750500000001,1993,1,WesternArctic
70.67575,-101.83675,1993,1,WesternArctic
71.12325,-102.11875,1993,1,WesternArctic
71.56975,-102.41424599999999,1993,1,WesternArctic
72.01524,-102.7245,1993,1,WesternArctic
72.46,-103.05025,1993,1,WesternArctic
72.904,-103.39225,1993,1,WesternArctic
73.34724399999998,-103.75299999999999,1993,1,WesternArctic
73.78925,-104.13325,1993,1,WesternArctic
74.2305,-104.534256,1993,1,WesternArctic
74.6705,-104.95875,1993,1,WesternArctic
75.10925,-105.40774499999999,1993,1,WesternArctic
76.4185,-106.927246,1993,1,WesternArctic
76.85225,-107.50101000000001,1993,1,WesternArctic
77.28400400000002,-108.11325,1993,1,WesternArctic
77.7145,-108.768005,1993,1,WesternArctic
78.143,-109.47025,1993,1,WesternArctic
78.99325,-111.037,1993,1,WesternArctic
79.4145,-111.91475,1993,1,WesternArctic
79.833,-112.86399999999999,1993,1,WesternArctic
68.0555,-99.219,1993,1,WesternArctic
68.50874,-99.41275,1993,1,WesternArctic
68.961,-99.6145,1993,1,WesternArctic
69.41275,-99.82525,1993,1,WesternArctic
69.86425,-100.04524,1993,1,WesternArctic
70.31474,-100.27525,1993,1,WesternArctic
70.764496,-100.51601,1993,1,WesternArctic
71.214005,-100.76799999999999,1993,1,WesternArctic
71.6625,-101.0325,1993,1,WesternArctic
72.110504,-101.30975,1993,1,WesternArctic
73.4495,-102.2315,1993,1,WesternArctic
73.8945,-102.57249499999999,1993,1,WesternArctic
74.3385,-102.93225,1993,1,WesternArctic
74.781746,-103.31375,1993,1,WesternArctic
75.66475,-104.1455,1993,1,WesternArctic
76.104996,-104.601,1993,1,WesternArctic
76.544,-105.086,1993,1,WesternArctic
76.98151,-105.60375,1993,1,WesternArctic
77.418,-106.15700000000001,1993,1,WesternArctic
77.85275,-106.75025,1993,1,WesternArctic
78.285995,-107.38675,1993,1,WesternArctic
78.71774,-108.07225,1993,1,WesternArctic
79.14725,-108.81175,1993,1,WesternArctic
79.575,-109.61200000000001,1993,1,WesternArctic
80.0,-110.48025,1993,1,WesternArctic
